SN,DF,IH,R,LP,IW,H,TYPE
CPS 015,15,10,18,117,6,56,CPS
CPS 015,15,10,18,117,10,56,CPS
CPS 015,15,10,18,117,15,56,CPS
CPS 015,15,10,18,117,20,56,CPS
CPS 015,15,10,28,148,6,76,CPS
CPS 015,15,10,28,148,10,76,CPS
CPS 015,15,10,28,148,15,76,CPS
CPS 015,15,10,28,148,20,76,CPS
CPS 015,15,10,38,180,6,96,CPS
CPS 015,15,10,38,180,10,96,CPS
CPS 015,15,10,38,180,15,96,CPS
CPS 015,15,10,38,180,20,96,CPS
CPS 020,20,14.5,28,170,15,85,CPS
CPS 020,20,14.5,28,170,20,85,CPS
CPS 020,20,14.5,28,170,30,85,CPS
CPS 020,20,14.5,28,170,40,85,CPS
CPS 020,20,14.5,38,200,15,105,CPS
CPS 020,20,14.5,38,200,20,105,CPS
CPS 020,20,14.5,38,200,30,105,CPS
CPS 020,20,14.5,38,200,40,105,CPS
CPS 020,20,14.5,48,230,15,125,CPS
CPS 020,20,14.5,48,230,20,125,CPS
CPS 020,20,14.5,48,230,30,125,CPS
CPS 020,20,14.5,48,230,40,125,CPS
CPS 030,30,19,38,240,15,114,CPS
CPS 030,30,19,38,240,25,114,CPS
CPS 030,30,19,38,240,35,114,CPS
CPS 030,30,19,38,240,50,114,CPS
CPS 030,30,19,48,271,15,134,CPS
CPS 030,30,19,48,271,25,134,CPS
CPS 030,30,19,48,271,35,134,CPS
CPS 030,30,19,48,271,50,134,CPS
CPS 030,30,19,75,356,15,188,CPS
CPS 030,30,19,75,356,25,188,CPS
CPS 030,30,19,75,356,35,188,CPS
CPS 030,30,19,75,356,50,188,CPS
CPS 030,30,19,100,434,15,238,CPS
CPS 030,30,19,100,434,25,238,CPS
CPS 030,30,19,100,434,35,238,CPS
CPS 030,30,19,100,434,50,238,CPS
CPS 033,33,23,35,242,27,116,CPS
CPS 033,33,23,35,242,37,116,CPS
CPS 033,33,23,35,242,47,116,CPS
CPS 033,33,23,35,242,67,116,CPS
CPS 033,33,23,35,242,77,116,CPS
CPS 033,33,23,45,274,27,136,CPS
CPS 033,33,23,45,274,37,136,CPS
CPS 033,33,23,45,274,47,136,CPS
CPS 033,33,23,45,274,67,136,CPS
CPS 033,33,23,45,274,77,136,CPS
CPS 033,33,23,75,368,27,196,CPS
CPS 033,33,23,75,368,37,196,CPS
CPS 033,33,23,75,368,47,196,CPS
CPS 033,33,23,75,368,67,196,CPS
CPS 033,33,23,75,368,77,196,CPS
CPS 033,33,23,100,446,27,246,CPS
CPS 033,33,23,100,446,37,246,CPS
CPS 033,33,23,100,446,47,246,CPS
CPS 033,33,23,100,446,67,246,CPS
CPS 033,33,23,100,446,77,246,CPS
CPS 033,33,23,120,509,27,286,CPS
CPS 033,33,23,120,509,37,286,CPS
CPS 033,33,23,120,509,47,286,CPS
CPS 033,33,23,120,509,67,286,CPS
CPS 033,33,23,120,509,77,286,CPS
ST 044N,44,26,50,333,35,152,STN
ST 044N,44,26,50,333,50,152,STN
ST 044N,44,26,50,333,55,152,STN
ST 044N,44,26,50,333,75,152,STN
ST 044N,44,26,50,333,100,152,STN
ST 044N,44,26,50,333,125,152,STN
ST 044N,44,26,50,333,150,152,STN
ST 044N,44,26,50,333,175,152,STN
ST 044N,44,26,50,333,200,152,STN
ST 044N,44,26,70,396,35,192,STN
ST 044N,44,26,70,396,50,192,STN
ST 044N,44,26,70,396,55,192,STN
ST 044N,44,26,70,396,75,192,STN
ST 044N,44,26,70,396,100,192,STN
ST 044N,44,26,70,396,125,192,STN
ST 044N,44,26,70,396,150,192,STN
ST 044N,44,26,70,396,175,192,STN
ST 044N,44,26,70,396,200,192,STN
ST 044N,44,26,90,459,35,232,STN
ST 044N,44,26,90,459,50,232,STN
ST 044N,44,26,90,459,55,232,STN
ST 044N,44,26,90,459,75,232,STN
ST 044N,44,26,90,459,100,232,STN
ST 044N,44,26,90,459,125,232,STN
ST 044N,44,26,90,459,150,232,STN
ST 044N,44,26,90,459,175,232,STN
ST 044N,44,26,90,459,200,232,STN
ST 044N,44,26,120,553,35,292,STN
ST 044N,44,26,120,553,50,292,STN
ST 044N,44,26,120,553,55,292,STN
ST 044N,44,26,120,553,75,292,STN
ST 044N,44,26,120,553,100,292,STN
ST 044N,44,26,120,553,125,292,STN
ST 044N,44,26,120,553,150,292,STN
ST 044N,44,26,120,553,175,292,STN
ST 044N,44,26,120,553,200,292,STN
ST 044N,44,26,150,648,35,352,STN
ST 044N,44,26,150,648,50,352,STN
ST 044N,44,26,150,648,55,352,STN
ST 044N,44,26,150,648,75,352,STN
ST 044N,44,26,150,648,100,352,STN
ST 044N,44,26,150,648,125,352,STN
ST 044N,44,26,150,648,150,352,STN
ST 044N,44,26,150,648,175,352,STN
ST 044N,44,26,150,648,200,352,STN
ST 055N,55,40,65,424,35,210,STN
ST 055N,55,40,65,424,50,210,STN
ST 055N,55,40,65,424,55,210,STN
ST 055N,55,40,65,424,75,210,STN
ST 055N,55,40,65,424,100,210,STN
ST 055N,55,40,65,424,125,210,STN
ST 055N,55,40,65,424,150,210,STN
ST 055N,55,40,65,424,175,210,STN
ST 055N,55,40,65,424,200,210,STN
ST 055N,55,40,75,456,35,230,STN
ST 055N,55,40,75,456,50,230,STN
ST 055N,55,40,75,456,55,230,STN
ST 055N,55,40,75,456,75,230,STN
ST 055N,55,40,75,456,100,230,STN
ST 055N,55,40,75,456,125,230,STN
ST 055N,55,40,75,456,150,230,STN
ST 055N,55,40,75,456,175,230,STN
ST 055N,55,40,75,456,200,230,STN
ST 055N,55,40,100,535,35,280,STN
ST 055N,55,40,100,535,50,280,STN
ST 055N,55,40,100,535,55,280,STN
ST 055N,55,40,100,535,75,280,STN
ST 055N,55,40,100,535,100,280,STN
ST 055N,55,40,100,535,125,280,STN
ST 055N,55,40,100,535,150,280,STN
ST 055N,55,40,100,535,175,280,STN
ST 055N,55,40,100,535,200,280,STN
ST 055N,55,40,125,613,35,330,STN
ST 055N,55,40,125,613,50,330,STN
ST 055N,55,40,125,613,55,330,STN
ST 055N,55,40,125,613,75,330,STN
ST 055N,55,40,125,613,100,330,STN
ST 055N,55,40,125,613,125,330,STN
ST 055N,55,40,125,613,150,330,STN
ST 055N,55,40,125,613,175,330,STN
ST 055N,55,40,125,613,200,330,STN
ST 055N,55,40,150,692,35,380,STN
ST 055N,55,40,150,692,50,380,STN
ST 055N,55,40,150,692,55,380,STN
ST 055N,55,40,150,692,75,380,STN
ST 055N,55,40,150,692,100,380,STN
ST 055N,55,40,150,692,125,380,STN
ST 055N,55,40,150,692,150,380,STN
ST 055N,55,40,150,692,175,380,STN
ST 055N,55,40,150,692,200,380,STN
ST 055N,55,40,200,849,35,480,STN
ST 055N,55,40,200,849,50,480,STN
ST 055N,55,40,200,849,55,480,STN
ST 055N,55,40,200,849,75,480,STN
ST 055N,55,40,200,849,100,480,STN
ST 055N,55,40,200,849,125,480,STN
ST 055N,55,40,200,849,150,480,STN
ST 055N,55,40,200,849,175,480,STN
ST 055N,55,40,200,849,200,480,STN
ST 072N,72,45,72,514,50,234,STN
ST 072N,72,45,72,514,75,234,STN
ST 072N,72,45,72,514,100,234,STN
ST 072N,72,45,72,514,125,234,STN
ST 072N,72,45,72,514,140,234,STN
ST 072N,72,45,72,514,150,234,STN
ST 072N,72,45,72,514,165,234,STN
ST 072N,72,45,72,514,175,234,STN
ST 072N,72,45,72,514,190,234,STN
ST 072N,72,45,72,514,200,234,STN
ST 072N,72,45,72,514,240,234,STN
ST 072N,72,45,72,514,250,234,STN
ST 072N,72,45,72,514,300,234,STN
ST 072N,72,45,100,603,50,290,STN
ST 072N,72,45,100,603,75,290,STN
ST 072N,72,45,100,603,100,290,STN
ST 072N,72,45,100,603,125,290,STN
ST 072N,72,45,100,603,140,290,STN
ST 072N,72,45,100,603,150,290,STN
ST 072N,72,45,100,603,165,290,STN
ST 072N,72,45,100,603,175,290,STN
ST 072N,72,45,100,603,190,290,STN
ST 072N,72,45,100,603,200,290,STN
ST 072N,72,45,100,603,240,290,STN
ST 072N,72,45,100,603,250,290,STN
ST 072N,72,45,100,603,300,290,STN
ST 072N,72,45,120,665,50,330,STN
ST 072N,72,45,120,665,75,330,STN
ST 072N,72,45,120,665,100,330,STN
ST 072N,72,45,120,665,125,330,STN
ST 072N,72,45,120,665,140,330,STN
ST 072N,72,45,120,665,150,330,STN
ST 072N,72,45,120,665,165,330,STN
ST 072N,72,45,120,665,175,330,STN
ST 072N,72,45,120,665,190,330,STN
ST 072N,72,45,120,665,200,330,STN
ST 072N,72,45,120,665,240,330,STN
ST 072N,72,45,120,665,250,330,STN
ST 072N,72,45,120,665,300,330,STN
ST 072N,72,45,145,743,50,380,STN
ST 072N,72,45,145,743,75,380,STN
ST 072N,72,45,145,743,100,380,STN
ST 072N,72,45,145,743,125,380,STN
ST 072N,72,45,145,743,140,380,STN
ST 072N,72,45,145,743,150,380,STN
ST 072N,72,45,145,743,165,380,STN
ST 072N,72,45,145,743,175,380,STN
ST 072N,72,45,145,743,190,380,STN
ST 072N,72,45,145,743,200,380,STN
ST 072N,72,45,145,743,240,380,STN
ST 072N,72,45,145,743,250,380,STN
ST 072N,72,45,145,743,300,380,STN
ST 072N,72,45,200,916,50,490,STN
ST 072N,72,45,200,916,75,490,STN
ST 072N,72,45,200,916,100,490,STN
ST 072N,72,45,200,916,125,490,STN
ST 072N,72,45,200,916,140,490,STN
ST 072N,72,45,200,916,150,490,STN
ST 072N,72,45,200,916,165,490,STN
ST 072N,72,45,200,916,175,490,STN
ST 072N,72,45,200,916,190,490,STN
ST 072N,72,45,200,916,200,490,STN
ST 072N,72,45,200,916,240,490,STN
ST 072N,72,45,200,916,250,490,STN
ST 072N,72,45,200,916,300,490,STN
ST 072N,72,45,250,1074,50,590,STN
ST 072N,72,45,250,1074,75,590,STN
ST 072N,72,45,250,1074,100,590,STN
ST 072N,72,45,250,1074,125,590,STN
ST 072N,72,45,250,1074,140,590,STN
ST 072N,72,45,250,1074,150,590,STN
ST 072N,72,45,250,1074,165,590,STN
ST 072N,72,45,250,1074,175,590,STN
ST 072N,72,45,250,1074,190,590,STN
ST 072N,72,45,250,1074,200,590,STN
ST 072N,72,45,250,1074,240,590,STN
ST 072N,72,45,250,1074,250,590,STN
ST 072N,72,45,250,1074,300,590,STN
ST 072N,72,45,300,1230,50,690,STN
ST 072N,72,45,300,1230,75,690,STN
ST 072N,72,45,300,1230,100,690,STN
ST 072N,72,45,300,1230,125,690,STN
ST 072N,72,45,300,1230,140,690,STN
ST 072N,72,45,300,1230,150,690,STN
ST 072N,72,45,300,1230,165,690,STN
ST 072N,72,45,300,1230,175,690,STN
ST 072N,72,45,300,1230,190,690,STN
ST 072N,72,45,300,1230,200,690,STN
ST 072N,72,45,300,1230,240,690,STN
ST 072N,72,45,300,1230,250,690,STN
ST 072N,72,45,300,1230,300,690,STN
ST 095N,95,56,135,805,75,382,STN
ST 095N,95,56,135,805,100,382,STN
ST 095N,95,56,135,805,125,382,STN
ST 095N,95,56,135,805,150,382,STN
ST 095N,95,56,135,805,175,382,STN
ST 095N,95,56,135,805,190,382,STN
ST 095N,95,56,135,805,200,382,STN
ST 095N,95,56,135,805,240,382,STN
ST 095N,95,56,135,805,250,382,STN
ST 095N,95,56,135,805,300,382,STN
ST 095N,95,56,135,805,350,382,STN
ST 095N,95,56,135,805,400,382,STN
ST 095N,95,56,150,855,75,412,STN
ST 095N,95,56,150,855,100,412,STN
ST 095N,95,56,150,855,125,412,STN
ST 095N,95,56,150,855,150,412,STN
ST 095N,95,56,150,855,175,412,STN
ST 095N,95,56,150,855,190,412,STN
ST 095N,95,56,150,855,200,412,STN
ST 095N,95,56,150,855,240,412,STN
ST 095N,95,56,150,855,250,412,STN
ST 095N,95,56,150,855,300,412,STN
ST 095N,95,56,150,855,350,412,STN
ST 095N,95,56,150,855,400,412,STN
ST 095N,95,56,200,1010,75,512,STN
ST 095N,95,56,200,1010,100,512,STN
ST 095N,95,56,200,1010,125,512,STN
ST 095N,95,56,200,1010,150,512,STN
ST 095N,95,56,200,1010,175,512,STN
ST 095N,95,56,200,1010,190,512,STN
ST 095N,95,56,200,1010,200,512,STN
ST 095N,95,56,200,1010,240,512,STN
ST 095N,95,56,200,1010,250,512,STN
ST 095N,95,56,200,1010,300,512,STN
ST 095N,95,56,200,1010,350,512,STN
ST 095N,95,56,200,1010,400,512,STN
ST 095N,95,56,230,280,75,572,STN
ST 095N,95,56,230,280,100,572,STN
ST 095N,95,56,230,280,125,572,STN
ST 095N,95,56,230,280,150,572,STN
ST 095N,95,56,230,280,175,572,STN
ST 095N,95,56,230,280,190,572,STN
ST 095N,95,56,230,280,200,572,STN
ST 095N,95,56,230,280,240,572,STN
ST 095N,95,56,230,280,250,572,STN
ST 095N,95,56,230,280,300,572,STN
ST 095N,95,56,230,280,350,572,STN
ST 095N,95,56,230,280,400,572,STN
ST 095N,95,56,280,1260,75,672,STN
ST 095N,95,56,280,1260,100,672,STN
ST 095N,95,56,280,1260,125,672,STN
ST 095N,95,56,280,1260,150,672,STN
ST 095N,95,56,280,1260,175,672,STN
ST 095N,95,56,280,1260,190,672,STN
ST 095N,95,56,280,1260,200,672,STN
ST 095N,95,56,280,1260,240,672,STN
ST 095N,95,56,280,1260,250,672,STN
ST 095N,95,56,280,1260,300,672,STN
ST 095N,95,56,280,1260,350,672,STN
ST 095N,95,56,280,1260,400,672,STN
ST 095N,95,56,400,1640,75,912,STN
ST 095N,95,56,400,1640,100,912,STN
ST 095N,95,56,400,1640,125,912,STN
ST 095N,95,56,400,1640,150,912,STN
ST 095N,95,56,400,1640,175,912,STN
ST 095N,95,56,400,1640,190,912,STN
ST 095N,95,56,400,1640,200,912,STN
ST 095N,95,56,400,1640,240,912,STN
ST 095N,95,56,400,1640,250,912,STN
ST 095N,95,56,400,1640,300,912,STN
ST 095N,95,56,400,1640,350,912,STN
ST 095N,95,56,400,1640,400,912,STN
ST 120N,120,78,180,1640,75,576,STN
ST 120N,120,78,180,1046,100,576,STN
ST 120N,120,78,180,1046,115,576,STN
ST 120N,120,78,180,1046,125,576,STN
ST 120N,120,78,180,1046,150,576,STN
ST 120N,120,78,180,1046,175,576,STN
ST 120N,120,78,180,1046,200,576,STN
ST 120N,120,78,180,1046,240,576,STN
ST 120N,120,78,180,1046,250,576,STN
ST 120N,120,78,180,1046,290,576,STN
ST 120N,120,78,180,1046,300,576,STN
ST 120N,120,78,180,1046,350,576,STN
ST 120N,120,78,180,1046,400,576,STN
ST 120N,120,78,180,1046,450,576,STN
ST 120N,120,78,180,1046,500,576,STN
ST 120N,120,78,180,1046,550,576,STN
ST 120N,120,78,180,1046,600,576,STN
ST 120N,120,78,200,1109,75,616,STN
ST 120N,120,78,200,1109,100,616,STN
ST 120N,120,78,200,1109,115,616,STN
ST 120N,120,78,200,1109,125,616,STN
ST 120N,120,78,200,1109,150,616,STN
ST 120N,120,78,200,1109,175,616,STN
ST 120N,120,78,200,1109,200,616,STN
ST 120N,120,78,200,1109,240,616,STN
ST 120N,120,78,200,1109,250,616,STN
ST 120N,120,78,200,1109,290,616,STN
ST 120N,120,78,200,1109,300,616,STN
ST 120N,120,78,200,1109,350,616,STN
ST 120N,120,78,200,1109,400,616,STN
ST 120N,120,78,200,1109,450,616,STN
ST 120N,120,78,200,1109,500,616,STN
ST 120N,120,78,200,1109,550,616,STN
ST 120N,120,78,200,1109,600,616,STN
ST 120N,120,78,250,1266,75,716,STN
ST 120N,120,78,250,1266,100,716,STN
ST 120N,120,78,250,1266,115,716,STN
ST 120N,120,78,250,1266,125,716,STN
ST 120N,120,78,250,1266,150,716,STN
ST 120N,120,78,250,1266,175,716,STN
ST 120N,120,78,250,1266,200,716,STN
ST 120N,120,78,250,1266,240,716,STN
ST 120N,120,78,250,1266,250,716,STN
ST 120N,120,78,250,1266,290,716,STN
ST 120N,120,78,250,1266,300,716,STN
ST 120N,120,78,250,1266,350,716,STN
ST 120N,120,78,250,1266,400,716,STN
ST 120N,120,78,250,1266,450,716,STN
ST 120N,120,78,250,1266,500,716,STN
ST 120N,120,78,250,1266,550,716,STN
ST 120N,120,78,250,1266,600,716,STN
ST 120N,120,78,300,1423,75,816,STN
ST 120N,120,78,300,1423,100,816,STN
ST 120N,120,78,300,1423,115,816,STN
ST 120N,120,78,300,1423,125,816,STN
ST 120N,120,78,300,1423,150,816,STN
ST 120N,120,78,300,1423,175,816,STN
ST 120N,120,78,300,1423,200,816,STN
ST 120N,120,78,300,1423,240,816,STN
ST 120N,120,78,300,1423,250,816,STN
ST 120N,120,78,300,1423,290,816,STN
ST 120N,120,78,300,1423,300,816,STN
ST 120N,120,78,300,1423,350,816,STN
ST 120N,120,78,300,1423,400,816,STN
ST 120N,120,78,300,1423,450,816,STN
ST 120N,120,78,300,1423,500,816,STN
ST 120N,120,78,300,1423,550,816,STN
ST 120N,120,78,300,1423,600,816,STN
ST 120N,120,78,350,1580,75,916,STN
ST 120N,120,78,350,1580,100,916,STN
ST 120N,120,78,350,1580,115,916,STN
ST 120N,120,78,350,1580,125,916,STN
ST 120N,120,78,350,1580,150,916,STN
ST 120N,120,78,350,1580,175,916,STN
ST 120N,120,78,350,1580,200,916,STN
ST 120N,120,78,350,1580,240,916,STN
ST 120N,120,78,350,1580,250,916,STN
ST 120N,120,78,350,1580,290,916,STN
ST 120N,120,78,350,1580,300,916,STN
ST 120N,120,78,350,1580,350,916,STN
ST 120N,120,78,350,1580,400,916,STN
ST 120N,120,78,350,1580,450,916,STN
ST 120N,120,78,350,1580,500,916,STN
ST 120N,120,78,350,1580,550,916,STN
ST 120N,120,78,350,1580,600,916,STN
ST 120N,120,78,400,1737,75,1016,STN
ST 120N,120,78,400,1737,100,1016,STN
ST 120N,120,78,400,1737,115,1016,STN
ST 120N,120,78,400,1737,125,1016,STN
ST 120N,120,78,400,1737,150,1016,STN
ST 120N,120,78,400,1737,175,1016,STN
ST 120N,120,78,400,1737,200,1016,STN
ST 120N,120,78,400,1737,240,1016,STN
ST 120N,120,78,400,1737,250,1016,STN
ST 120N,120,78,400,1737,290,1016,STN
ST 120N,120,78,400,1737,300,1016,STN
ST 120N,120,78,400,1737,350,1016,STN
ST 120N,120,78,400,1737,400,1016,STN
ST 120N,120,78,400,1737,450,1016,STN
ST 120N,120,78,400,1737,500,1016,STN
ST 120N,120,78,400,1737,550,1016,STN
ST 120N,120,78,400,1737,600,1016,STN
ST 120N,120,78,500,2051,75,1216,STN
ST 120N,120,78,500,2051,100,1216,STN
ST 120N,120,78,500,2051,115,1216,STN
ST 120N,120,78,500,2051,125,1216,STN
ST 120N,120,78,500,2051,150,1216,STN
ST 120N,120,78,500,2051,175,1216,STN
ST 120N,120,78,500,2051,200,1216,STN
ST 120N,120,78,500,2051,240,1216,STN
ST 120N,120,78,500,2051,250,1216,STN
ST 120N,120,78,500,2051,290,1216,STN
ST 120N,120,78,500,2051,300,1216,STN
ST 120N,120,78,500,2051,350,1216,STN
ST 120N,120,78,500,2051,400,1216,STN
ST 120N,120,78,500,2051,450,1216,STN
ST 120N,120,78,500,2051,500,1216,STN
ST 120N,120,78,500,2051,550,1216,STN
ST 120N,120,78,500,2051,600,1216,STN
ST 150N,150,110,205,1215,75,630,STN
ST 150N,150,110,205,1215,100,630,STN
ST 150N,150,110,205,1215,115,630,STN
ST 150N,150,110,205,1215,125,630,STN
ST 150N,150,110,205,1215,150,630,STN
ST 150N,150,110,205,1215,175,630,STN
ST 150N,150,110,205,1215,200,630,STN
ST 150N,150,110,205,1215,240,630,STN
ST 150N,150,110,205,1215,250,630,STN
ST 150N,150,110,205,1215,290,630,STN
ST 150N,150,110,205,1215,300,630,STN
ST 150N,150,110,205,1215,350,630,STN
ST 150N,150,110,205,1215,400,630,STN
ST 150N,150,110,205,1215,450,630,STN
ST 150N,150,110,205,1215,500,630,STN
ST 150N,150,110,205,1215,550,630,STN
ST 150N,150,110,205,1215,600,630,STN
ST 150N,150,110,305,1510,75,830,STN
ST 150N,150,110,305,1510,100,830,STN
ST 150N,150,110,305,1510,115,830,STN
ST 150N,150,110,305,1510,125,830,STN
ST 150N,150,110,305,1510,150,830,STN
ST 150N,150,110,305,1510,175,830,STN
ST 150N,150,110,305,1510,200,830,STN
ST 150N,150,110,305,1510,240,830,STN
ST 150N,150,110,305,1510,250,830,STN
ST 150N,150,110,305,1510,290,830,STN
ST 150N,150,110,305,1510,300,830,STN
ST 150N,150,110,305,1510,350,830,STN
ST 150N,150,110,305,1510,400,830,STN
ST 150N,150,110,305,1510,450,830,STN
ST 150N,150,110,305,1510,500,830,STN
ST 150N,150,110,305,1510,550,830,STN
ST 150N,150,110,305,1510,600,830,STN
ST 150N,150,110,405,1807,75,1030,STN
ST 150N,150,110,405,1807,100,1030,STN
ST 150N,150,110,405,1807,115,1030,STN
ST 150N,150,110,405,1807,125,1030,STN
ST 150N,150,110,405,1807,150,1030,STN
ST 150N,150,110,405,1807,175,1030,STN
ST 150N,150,110,405,1807,200,1030,STN
ST 150N,150,110,405,1807,240,1030,STN
ST 150N,150,110,405,1807,250,1030,STN
ST 150N,150,110,405,1807,290,1030,STN
ST 150N,150,110,405,1807,300,1030,STN
ST 150N,150,110,405,1807,350,1030,STN
ST 150N,150,110,405,1807,400,1030,STN
ST 150N,150,110,405,1807,450,1030,STN
ST 150N,150,110,405,1807,500,1030,STN
ST 150N,150,110,405,1807,550,1030,STN
ST 150N,150,110,405,1807,600,1030,STN
ST 150N,150,110,505,2106,75,1230,STN
ST 150N,150,110,505,2106,100,1230,STN
ST 150N,150,110,505,2106,115,1230,STN
ST 150N,150,110,505,2106,125,1230,STN
ST 150N,150,110,505,2106,150,1230,STN
ST 150N,150,110,505,2106,175,1230,STN
ST 150N,150,110,505,2106,200,1230,STN
ST 150N,150,110,505,2106,240,1230,STN
ST 150N,150,110,505,2106,250,1230,STN
ST 150N,150,110,505,2106,290,1230,STN
ST 150N,150,110,505,2106,300,1230,STN
ST 150N,150,110,505,2106,350,1230,STN
ST 150N,150,110,505,2106,400,1230,STN
ST 150N,150,110,505,2106,450,1230,STN
ST 150N,150,110,505,2106,500,1230,STN
ST 150N,150,110,505,2106,550,1230,STN
ST 150N,150,110,505,2106,600,1230,STN
ST 150N,150,110,605,2406,75,1430,STN
ST 150N,150,110,605,2406,100,1430,STN
ST 150N,150,110,605,2406,115,1430,STN
ST 150N,150,110,605,2406,125,1430,STN
ST 150N,150,110,605,2406,150,1430,STN
ST 150N,150,110,605,2406,175,1430,STN
ST 150N,150,110,605,2406,200,1430,STN
ST 150N,150,110,605,2406,240,1430,STN
ST 150N,150,110,605,2406,250,1430,STN
ST 150N,150,110,605,2406,290,1430,STN
ST 150N,150,110,605,2406,300,1430,STN
ST 150N,150,110,605,2406,350,1430,STN
ST 150N,150,110,605,2406,400,1430,STN
ST 150N,150,110,605,2406,450,1430,STN
ST 150N,150,110,605,2406,500,1430,STN
ST 150N,150,110,605,2406,550,1430,STN
ST 150N,150,110,605,2406,600,1430,STN
ST 044S,44,26,70,396,35,192,STS
ST 044S,44,26,70,396,50,192,STS
ST 044S,44,26,70,396,55,192,STS
ST 044S,44,26,70,396,75,192,STS
ST 044S,44,26,70,396,100,192,STS
ST 044S,44,26,70,396,125,192,STS
ST 044S,44,26,70,396,150,192,STS
ST 044S,44,26,70,396,175,192,STS
ST 044S,44,26,70,396,200,192,STS
ST 044S,44,26,90,459,35,232,STS
ST 044S,44,26,90,459,50,232,STS
ST 044S,44,26,90,459,55,232,STS
ST 044S,44,26,90,459,75,232,STS
ST 044S,44,26,90,459,100,232,STS
ST 044S,44,26,90,459,125,232,STS
ST 044S,44,26,90,459,150,232,STS
ST 044S,44,26,90,459,175,232,STS
ST 044S,44,26,90,459,200,232,STS
ST 044S,44,26,120,553,35,292,STS
ST 044S,44,26,120,553,50,292,STS
ST 044S,44,26,120,553,55,292,STS
ST 044S,44,26,120,553,75,292,STS
ST 044S,44,26,120,553,100,292,STS
ST 044S,44,26,120,553,125,292,STS
ST 044S,44,26,120,553,150,292,STS
ST 044S,44,26,120,553,175,292,STS
ST 044S,44,26,120,553,200,292,STS
ST 044S,44,26,150,648,35,352,STS
ST 044S,44,26,150,648,50,352,STS
ST 044S,44,26,150,648,55,352,STS
ST 044S,44,26,150,648,75,352,STS
ST 044S,44,26,150,648,100,352,STS
ST 044S,44,26,150,648,125,352,STS
ST 044S,44,26,150,648,150,352,STS
ST 044S,44,26,150,648,175,352,STS
ST 072S,72,45,100,603,50,290,STS
ST 072S,72,45,100,603,75,290,STS
ST 072S,72,45,100,603,100,290,STS
ST 072S,72,45,100,603,125,290,STS
ST 072S,72,45,100,603,140,290,STS
ST 072S,72,45,100,603,150,290,STS
ST 072S,72,45,100,603,165,290,STS
ST 072S,72,45,100,603,175,290,STS
ST 072S,72,45,100,603,190,290,STS
ST 072S,72,45,100,603,200,290,STS
ST 072S,72,45,100,603,240,290,STS
ST 072S,72,45,100,603,250,290,STS
ST 072S,72,45,100,603,300,290,STS
ST 072S,72,45,120,665,50,330,STS
ST 072S,72,45,120,665,75,330,STS
ST 072S,72,45,120,665,100,330,STS
ST 072S,72,45,120,665,125,330,STS
ST 072S,72,45,120,665,140,330,STS
ST 072S,72,45,120,665,150,330,STS
ST 072S,72,45,120,665,165,330,STS
ST 072S,72,45,120,665,175,330,STS
ST 072S,72,45,120,665,190,330,STS
ST 072S,72,45,120,665,200,330,STS
ST 072S,72,45,120,665,240,330,STS
ST 072S,72,45,120,665,250,330,STS
ST 072S,72,45,120,665,300,330,STS
ST 072S,72,45,145,743,50,380,STS
ST 072S,72,45,145,743,75,380,STS
ST 072S,72,45,145,743,100,380,STS
ST 072S,72,45,145,743,125,380,STS
ST 072S,72,45,145,743,140,380,STS
ST 072S,72,45,145,743,150,380,STS
ST 072S,72,45,145,743,165,380,STS
ST 072S,72,45,145,743,175,380,STS
ST 072S,72,45,145,743,190,380,STS
ST 072S,72,45,145,743,200,380,STS
ST 072S,72,45,145,743,240,380,STS
ST 072S,72,45,145,743,250,380,STS
ST 072S,72,45,145,743,300,380,STS
ST 072S,72,45,200,916,50,490,STS
ST 072S,72,45,200,916,75,490,STS
ST 072S,72,45,200,916,100,490,STS
ST 072S,72,45,200,916,125,490,STS
ST 072S,72,45,200,916,140,490,STS
ST 072S,72,45,200,916,150,490,STS
ST 072S,72,45,200,916,165,490,STS
ST 072S,72,45,200,916,175,490,STS
ST 072S,72,45,200,916,190,490,STS
ST 072S,72,45,200,916,200,490,STS
ST 072S,72,45,200,916,240,490,STS
ST 072S,72,45,200,916,250,490,STS
ST 072S,72,45,200,916,300,490,STS
ST 072S,72,45,250,1074,50,590,STS
ST 072S,72,45,250,1074,75,590,STS
ST 072S,72,45,250,1074,100,590,STS
ST 072S,72,45,250,1074,125,590,STS
ST 072S,72,45,250,1074,140,590,STS
ST 072S,72,45,250,1074,150,590,STS
ST 072S,72,45,250,1074,165,590,STS
ST 072S,72,45,250,1074,175,590,STS
ST 072S,72,45,250,1074,190,590,STS
ST 072S,72,45,250,1074,200,590,STS
ST 072S,72,45,250,1074,240,590,STS
ST 072S,72,45,250,1074,250,590,STS
ST 072S,72,45,250,1074,300,590,STS
ST 072S,72,45,300,1230,50,690,STS
ST 072S,72,45,300,1230,75,690,STS
ST 072S,72,45,300,1230,100,690,STS
ST 072S,72,45,300,1230,125,690,STS
ST 072S,72,45,300,1230,140,690,STS
ST 072S,72,45,300,1230,150,690,STS
ST 072S,72,45,300,1230,165,690,STS
ST 072S,72,45,300,1230,175,690,STS
ST 072S,72,45,300,1230,190,690,STS
ST 072S,72,45,300,1230,200,690,STS
ST 072S,72,45,300,1230,240,690,STS
ST 072S,72,45,300,1230,250,690,STS
