SN,DF,IH,R,LP,IW,H,TYPE
ST 072S,72,45,300,1230,300,690,STS
ST 095S,95,56,135,805,75,382,STS
ST 095S,95,56,135,805,100,382,STS
ST 095S,95,56,135,805,125,382,STS
ST 095S,95,56,135,805,150,382,STS
ST 095S,95,56,135,805,175,382,STS
ST 095S,95,56,135,805,190,382,STS
ST 095S,95,56,135,805,200,382,STS
ST 095S,95,56,135,805,240,382,STS
ST 095S,95,56,135,805,250,382,STS
ST 095S,95,56,135,805,300,382,STS
ST 095S,95,56,135,805,350,382,STS
ST 095S,95,56,135,805,400,382,STS
ST 095S,95,56,150,855,75,412,STS
ST 095S,95,56,150,855,100,412,STS
ST 095S,95,56,150,855,125,412,STS
ST 095S,95,56,150,855,150,412,STS
ST 095S,95,56,150,855,175,412,STS
ST 095S,95,56,150,855,190,412,STS
ST 095S,95,56,150,855,200,412,STS
ST 095S,95,56,150,855,240,412,STS
ST 095S,95,56,150,855,250,412,STS
ST 095S,95,56,150,855,300,412,STS
ST 095S,95,56,150,855,350,412,STS
ST 095S,95,56,150,855,400,412,STS
ST 095S,95,56,200,1010,75,512,STS
ST 095S,95,56,200,1010,100,512,STS
ST 095S,95,56,200,1010,125,512,STS
ST 095S,95,56,200,1010,150,512,STS
ST 095S,95,56,200,1010,175,512,STS
ST 095S,95,56,200,1010,190,512,STS
ST 095S,95,56,200,1010,200,512,STS
ST 095S,95,56,200,1010,240,512,STS
ST 095S,95,56,200,1010,250,512,STS
ST 095S,95,56,200,1010,300,512,STS
ST 095S,95,56,200,1010,350,512,STS
ST 095S,95,56,200,1010,400,512,STS
ST 095S,95,56,230,280,75,572,STS
ST 095S,95,56,230,280,100,572,STS
ST 095S,95,56,230,280,125,572,STS
ST 095S,95,56,230,280,150,572,STS
ST 095S,95,56,230,280,175,572,STS
ST 095S,95,56,230,280,190,572,STS
ST 095S,95,56,230,280,200,572,STS
ST 095S,95,56,230,280,240,572,STS
ST 095S,95,56,230,280,250,572,STS
ST 095S,95,56,230,280,300,572,STS
ST 095S,95,56,230,280,350,572,STS
ST 095S,95,56,230,280,400,572,STS
ST 095S,95,56,280,1260,75,672,STS
ST 095S,95,56,280,1260,100,672,STS
ST 095S,95,56,280,1260,125,672,STS
ST 095S,95,56,280,1260,150,672,STS
ST 095S,95,56,280,1260,175,672,STS
ST 095S,95,56,280,1260,190,672,STS
ST 095S,95,56,280,1260,200,672,STS
ST 095S,95,56,280,1260,240,672,STS
ST 095S,95,56,280,1260,250,672,STS
ST 095S,95,56,280,1260,300,672,STS
ST 095S,95,56,280,1260,350,672,STS
ST 095S,95,56,280,1260,400,672,STS
ST 095S,95,56,400,1640,75,912,STS
ST 095S,95,56,400,1640,100,912,STS
ST 095S,95,56,400,1640,125,912,STS
ST 095S,95,56,400,1640,150,912,STS
ST 095S,95,56,400,1640,175,912,STS
ST 095S,95,56,400,1640,190,912,STS
ST 095S,95,56,400,1640,200,912,STS
ST 095S,95,56,400,1640,240,912,STS
ST 095S,95,56,400,1640,250,912,STS
ST 095S,95,56,400,1640,300,912,STS
ST 095S,95,56,400,1640,350,912,STS
ST 095S,95,56,400,1640,400,912,STS
ST 120S,120,78,180,1640,75,576,STS
ST 120S,120,78,180,1046,100,576,STS
ST 120S,120,78,180,1046,115,576,STS
ST 120S,120,78,180,1046,125,576,STS
ST 120S,120,78,180,1046,150,576,STS
ST 120S,120,78,180,1046,175,576,STS
ST 120S,120,78,180,1046,200,576,STS
ST 120S,120,78,180,1046,240,576,STS
ST 120S,120,78,180,1046,250,576,STS
ST 120S,120,78,180,1046,290,576,STS
ST 120S,120,78,180,1046,300,576,STS
ST 120S,120,78,180,1046,350,576,STS
ST 120S,120,78,180,1046,400,576,STS
ST 120S,120,78,180,1046,450,576,STS
ST 120S,120,78,180,1046,500,576,STS
ST 120S,120,78,180,1046,550,576,STS
ST 120S,120,78,180,1046,600,576,STS
ST 120S,120,78,200,1109,75,616,STS
ST 120S,120,78,200,1109,100,616,STS
ST 120S,120,78,200,1109,115,616,STS
ST 120S,120,78,200,1109,125,616,STS
ST 120S,120,78,200,1109,150,616,STS
ST 120S,120,78,200,1109,175,616,STS
ST 120S,120,78,200,1109,200,616,STS
ST 120S,120,78,200,1109,240,616,STS
ST 120S,120,78,200,1109,250,616,STS
ST 120S,120,78,200,1109,290,616,STS
ST 120S,120,78,200,1109,300,616,STS
ST 120S,120,78,200,1109,350,616,STS
ST 120S,120,78,200,1109,400,616,STS
ST 120S,120,78,200,1109,450,616,STS
ST 120S,120,78,200,1109,500,616,STS
ST 120S,120,78,200,1109,550,616,STS
ST 120S,120,78,200,1109,600,616,STS
ST 120S,120,78,250,1266,75,716,STS
ST 120S,120,78,250,1266,100,716,STS
ST 120S,120,78,250,1266,115,716,STS
ST 120S,120,78,250,1266,125,716,STS
ST 120S,120,78,250,1266,150,716,STS
ST 120S,120,78,250,1266,175,716,STS
ST 120S,120,78,250,1266,200,716,STS
ST 120S,120,78,250,1266,240,716,STS
ST 120S,120,78,250,1266,250,716,STS
ST 120S,120,78,250,1266,290,716,STS
ST 120S,120,78,250,1266,300,716,STS
ST 120S,120,78,250,1266,350,716,STS
ST 120S,120,78,250,1266,400,716,STS
ST 120S,120,78,250,1266,450,716,STS
ST 120S,120,78,250,1266,500,716,STS
ST 120S,120,78,250,1266,550,716,STS
ST 120S,120,78,250,1266,600,716,STS
ST 120S,120,78,300,1423,75,816,STS
ST 120S,120,78,300,1423,100,816,STS
ST 120S,120,78,300,1423,115,816,STS
ST 120S,120,78,300,1423,125,816,STS
ST 120S,120,78,300,1423,150,816,STS
ST 120S,120,78,300,1423,175,816,STS
ST 120S,120,78,300,1423,200,816,STS
ST 120S,120,78,300,1423,240,816,STS
ST 120S,120,78,300,1423,250,816,STS
ST 120S,120,78,300,1423,290,816,STS
ST 120S,120,78,300,1423,300,816,STS
ST 120S,120,78,300,1423,350,816,STS
ST 120S,120,78,300,1423,400,816,STS
ST 120S,120,78,300,1423,450,816,STS
ST 120S,120,78,300,1423,500,816,STS
ST 120S,120,78,300,1423,550,816,STS
ST 120S,120,78,300,1423,600,816,STS
ST 120S,120,78,350,1580,75,916,STS
ST 120S,120,78,350,1580,100,916,STS
ST 120S,120,78,350,1580,115,916,STS
ST 120S,120,78,350,1580,125,916,STS
ST 120S,120,78,350,1580,150,916,STS
ST 120S,120,78,350,1580,175,916,STS
ST 120S,120,78,350,1580,200,916,STS
ST 120S,120,78,350,1580,240,916,STS
ST 120S,120,78,350,1580,250,916,STS
ST 120S,120,78,350,1580,290,916,STS
ST 120S,120,78,350,1580,300,916,STS
ST 120S,120,78,350,1580,350,916,STS
ST 120S,120,78,350,1580,400,916,STS
ST 120S,120,78,350,1580,450,916,STS
ST 120S,120,78,350,1580,500,916,STS
ST 120S,120,78,350,1580,550,916,STS
ST 120S,120,78,350,1580,600,916,STS
ST 120S,120,78,400,1737,75,1016,STS
ST 120S,120,78,400,1737,100,1016,STS
ST 120S,120,78,400,1737,115,1016,STS
ST 120S,120,78,400,1737,125,1016,STS
ST 120S,120,78,400,1737,150,1016,STS
ST 120S,120,78,400,1737,175,1016,STS
ST 120S,120,78,400,1737,200,1016,STS
ST 120S,120,78,400,1737,240,1016,STS
ST 120S,120,78,400,1737,250,1016,STS
ST 120S,120,78,400,1737,290,1016,STS
ST 120S,120,78,400,1737,300,1016,STS
ST 120S,120,78,400,1737,350,1016,STS
ST 120S,120,78,400,1737,400,1016,STS
ST 120S,120,78,400,1737,450,1016,STS
ST 120S,120,78,400,1737,500,1016,STS
ST 120S,120,78,400,1737,550,1016,STS
ST 120S,120,78,400,1737,600,1016,STS
ST 120S,120,78,500,2051,75,1216,STS
ST 120S,120,78,500,2051,100,1216,STS
ST 120S,120,78,500,2051,115,1216,STS
ST 120S,120,78,500,2051,125,1216,STS
ST 120S,120,78,500,2051,150,1216,STS
ST 120S,120,78,500,2051,175,1216,STS
ST 120S,120,78,500,2051,200,1216,STS
ST 120S,120,78,500,2051,240,1216,STS
ST 120S,120,78,500,2051,250,1216,STS
ST 120S,120,78,500,2051,290,1216,STS
ST 120S,120,78,500,2051,300,1216,STS
ST 120S,120,78,500,2051,350,1216,STS
ST 120S,120,78,500,2051,400,1216,STS
ST 120S,120,78,500,2051,450,1216,STS
ST 120S,120,78,500,2051,500,1216,STS
ST 120S,120,78,500,2051,550,1216,STS
ST 120S,120,78,500,2051,600,1216,STS
ST 044ES,44,26,70,396,35,192,STES
ST 044ES,44,26,70,396,50,192,STES
ST 044ES,44,26,70,396,55,192,STES
ST 044ES,44,26,70,396,75,192,STES
ST 044ES,44,26,70,396,100,192,STES
ST 044ES,44,26,90,459,35,232,STES
ST 044ES,44,26,90,459,50,232,STES
ST 044ES,44,26,90,459,55,232,STES
ST 044ES,44,26,90,459,75,232,STES
ST 044ES,44,26,90,459,100,232,STES
ST 044ES,44,26,120,553,35,292,STES
ST 044ES,44,26,120,553,50,292,STES
ST 044ES,44,26,120,553,55,292,STES
ST 044ES,44,26,120,553,75,292,STES
ST 044ES,44,26,120,553,100,292,STES
ST 044ES,44,26,150,648,35,352,STES
ST 044ES,44,26,150,648,50,352,STES
ST 044ES,44,26,150,648,55,352,STES
ST 044ES,44,26,150,648,75,352,STES
ST 044ES,44,26,150,648,100,352,STES
ST 072ES,72,44,120,665,50,330,STES
ST 072ES,72,44,120,665,75,330,STES
ST 072ES,72,44,120,665,100,330,STES
ST 072ES,72,44,120,665,125,330,STES
ST 072ES,72,44,120,665,140,330,STES
ST 072ES,72,44,120,665,150,330,STES
ST 072ES,72,44,145,743,50,380,STES
ST 072ES,72,44,145,743,75,380,STES
ST 072ES,72,44,145,743,100,380,STES
ST 072ES,72,44,145,743,125,380,STES
ST 072ES,72,44,145,743,140,380,STES
ST 072ES,72,44,145,743,150,380,STES
ST 072ES,72,44,200,916,50,490,STES
ST 072ES,72,44,200,916,75,490,STES
ST 072ES,72,44,200,916,100,490,STES
ST 072ES,72,44,200,916,125,490,STES
ST 072ES,72,44,200,916,140,490,STES
ST 072ES,72,44,200,916,150,490,STES
ST 072ES,72,44,250,1074,50,590,STES
ST 072ES,72,44,250,1074,75,590,STES
ST 072ES,72,44,250,1074,100,590,STES
ST 072ES,72,44,250,1074,125,590,STES
ST 072ES,72,44,250,1074,140,590,STES
ST 072ES,72,44,250,1074,150,590,STES
ST 072ES,72,44,300,1230,50,690,STES
ST 072ES,72,44,300,1230,75,690,STES
ST 072ES,72,44,300,1230,100,690,STES
ST 072ES,72,44,300,1230,125,690,STES
ST 072ES,72,44,300,1230,140,690,STES
ST 072ES,72,44,300,1230,150,690,STES
ST 095ES,95,55,150,855,100,412,STES
ST 095ES,95,55,150,855,125,412,STES
ST 095ES,95,55,150,855,150,412,STES
ST 095ES,95,55,150,855,175,412,STES
ST 095ES,95,55,150,855,190,412,STES
ST 095ES,95,55,150,855,200,412,STES
ST 095ES,95,55,200,1010,100,512,STES
ST 095ES,95,55,200,1010,125,512,STES
ST 095ES,95,55,200,1010,150,512,STES
ST 095ES,95,55,200,1010,175,512,STES
ST 095ES,95,55,200,1010,190,512,STES
ST 095ES,95,55,200,1010,200,512,STES
ST 095ES,95,55,230,280,100,572,STES
ST 095ES,95,55,230,280,125,572,STES
ST 095ES,95,55,230,280,150,572,STES
ST 095ES,95,55,230,280,175,572,STES
ST 095ES,95,55,230,280,190,572,STES
ST 095ES,95,55,230,280,200,572,STES
ST 095ES,95,55,280,1260,100,672,STES
ST 095ES,95,55,280,1260,125,672,STES
ST 095ES,95,55,280,1260,150,672,STES
ST 095ES,95,55,280,1260,175,672,STES
ST 095ES,95,55,280,1260,190,672,STES
ST 095ES,95,55,280,1260,200,672,STES
ST 095ES,95,55,400,1640,100,912,STES
ST 095ES,95,55,400,1640,125,912,STES
ST 095ES,95,55,400,1640,150,912,STES
ST 095ES,95,55,400,1640,175,912,STES
ST 095ES,95,55,400,1640,190,912,STES
ST 095ES,95,55,400,1640,200,912,STES
ST 120ES,120,76,200,1109,150,616,STES
ST 120ES,120,76,200,1109,175,616,STES
ST 120ES,120,76,200,1109,200,616,STES
ST 120ES,120,76,200,1109,240,616,STES
ST 120ES,120,76,200,1109,250,616,STES
ST 120ES,120,76,200,1109,290,616,STES
ST 120ES,120,76,200,1109,300,616,STES
ST 120ES,120,76,250,1266,150,716,STES
ST 120ES,120,76,250,1266,175,716,STES
ST 120ES,120,76,250,1266,200,716,STES
ST 120ES,120,76,250,1266,240,716,STES
ST 120ES,120,76,250,1266,250,716,STES
ST 120ES,120,76,250,1266,290,716,STES
ST 120ES,120,76,250,1266,300,716,STES
ST 120ES,120,76,300,1423,150,816,STES
ST 120ES,120,76,300,1423,175,816,STES
ST 120ES,120,76,300,1423,200,816,STES
ST 120ES,120,76,300,1423,240,816,STES
ST 120ES,120,76,300,1423,250,816,STES
ST 120ES,120,76,300,1423,290,816,STES
ST 120ES,120,76,300,1423,300,816,STES
ST 120ES,120,76,350,1580,150,916,STES
ST 120ES,120,76,350,1580,175,916,STES
ST 120ES,120,76,350,1580,200,916,STES
ST 120ES,120,76,350,1580,240,916,STES
ST 120ES,120,76,350,1580,250,916,STES
ST 120ES,120,76,350,1580,290,916,STES
ST 120ES,120,76,350,1580,300,916,STES
ST 120ES,120,76,400,1737,150,1016,STES
ST 120ES,120,76,400,1737,175,1016,STES
ST 120ES,120,76,400,1737,200,1016,STES
ST 120ES,120,76,400,1737,240,1016,STES
ST 120ES,120,76,400,1737,250,1016,STES
ST 120ES,120,76,400,1737,290,1016,STES
ST 120ES,120,76,400,1737,300,1016,STES
ST 120ES,120,76,500,2051,150,1216,STES
ST 120ES,120,76,500,2051,175,1216,STES
ST 120ES,120,76,500,2051,200,1216,STES
ST 120ES,120,76,500,2051,240,1216,STES
ST 120ES,120,76,500,2051,250,1216,STES
ST 120ES,120,76,500,2051,290,1216,STES
ST 120ES,120,76,500,2051,300,1216,STES
ST 120ES,120,76,500,2051,350,1216,STES
ST 044ERS,44,24.5,70,396,35,192,STERS
ST 044ERS,44,24.5,70,396,50,192,STERS
ST 044ERS,44,24.5,70,396,55,192,STERS
ST 044ERS,44,24.5,70,396,75,192,STERS
ST 044ERS,44,24.5,70,396,100,192,STERS
ST 044ERS,44,24.5,90,459,35,232,STERS
ST 044ERS,44,24.5,90,459,50,232,STERS
ST 044ERS,44,24.5,90,459,55,232,STERS
ST 044ERS,44,24.5,90,459,75,232,STERS
ST 044ERS,44,24.5,90,459,100,232,STERS
ST 044ERS,44,24.5,120,553,35,292,STERS
ST 044ERS,44,24.5,120,553,50,292,STERS
ST 044ERS,44,24.5,120,553,55,292,STERS
ST 044ERS,44,24.5,120,553,75,292,STERS
ST 044ERS,44,24.5,120,553,100,292,STERS
ST 044ERS,44,24.5,150,648,35,352,STERS
ST 044ERS,44,24.5,150,648,50,352,STERS
ST 044ERS,44,24.5,150,648,55,352,STERS
ST 044ERS,44,24.5,150,648,75,352,STERS
ST 044ERS,44,24.5,150,648,100,352,STERS
ST 072ERS,72,44,120,665,50,330,STERS
ST 072ERS,72,44,120,665,75,330,STERS
ST 072ERS,72,44,120,665,100,330,STERS
ST 072ERS,72,44,120,665,125,330,STERS
ST 072ERS,72,44,120,665,140,330,STERS
ST 072ERS,72,44,120,665,150,330,STERS
ST 072ERS,72,44,145,743,50,380,STERS
ST 072ERS,72,44,145,743,75,380,STERS
ST 072ERS,72,44,145,743,100,380,STERS
ST 072ERS,72,44,145,743,125,380,STERS
ST 072ERS,72,44,145,743,140,380,STERS
ST 072ERS,72,44,145,743,150,380,STERS
ST 072ERS,72,44,200,916,50,490,STERS
ST 072ERS,72,44,200,916,75,490,STERS
ST 072ERS,72,44,200,916,100,490,STERS
ST 072ERS,72,44,200,916,125,490,STERS
ST 072ERS,72,44,200,916,140,490,STERS
ST 072ERS,72,44,200,916,150,490,STERS
ST 072ERS,72,44,250,1074,50,590,STERS
ST 072ERS,72,44,250,1074,75,590,STERS
ST 072ERS,72,44,250,1074,100,590,STERS
ST 072ERS,72,44,250,1074,125,590,STERS
ST 072ERS,72,44,250,1074,140,590,STERS
ST 072ERS,72,44,250,1074,150,590,STERS
ST 072ERS,72,44,300,1230,50,690,STERS
ST 072ERS,72,44,300,1230,75,690,STERS
ST 072ERS,72,44,300,1230,100,690,STERS
ST 072ERS,72,44,300,1230,125,690,STERS
ST 072ERS,72,44,300,1230,140,690,STERS
ST 072ERS,72,44,300,1230,150,690,STERS
ST 095ERS,95,55,150,855,100,412,STERS
ST 095ERS,95,55,150,855,125,412,STERS
ST 095ERS,95,55,150,855,150,412,STERS
ST 095ERS,95,55,150,855,175,412,STERS
ST 095ERS,95,55,150,855,190,412,STERS
ST 095ERS,95,55,150,855,200,412,STERS
ST 095ERS,95,55,200,1010,100,512,STERS
ST 095ERS,95,55,200,1010,125,512,STERS
ST 095ERS,95,55,200,1010,150,512,STERS
ST 095ERS,95,55,200,1010,175,512,STERS
ST 095ERS,95,55,200,1010,190,512,STERS
ST 095ERS,95,55,200,1010,200,512,STERS
ST 095ERS,95,55,230,280,100,572,STERS
ST 095ERS,95,55,230,280,125,572,STERS
ST 095ERS,95,55,230,280,150,572,STERS
ST 095ERS,95,55,230,280,175,572,STERS
ST 095ERS,95,55,230,280,190,572,STERS
ST 095ERS,95,55,230,280,200,572,STERS
ST 095ERS,95,55,280,1260,100,672,STERS
ST 095ERS,95,55,280,1260,125,672,STERS
ST 095ERS,95,55,280,1260,150,672,STERS
ST 095ERS,95,55,280,1260,175,672,STERS
ST 095ERS,95,55,280,1260,190,672,STERS
ST 095ERS,95,55,280,1260,200,672,STERS
ST 095ERS,95,55,400,1640,100,912,STERS
ST 095ERS,95,55,400,1640,125,912,STERS
ST 095ERS,95,55,400,1640,150,912,STERS
ST 095ERS,95,55,400,1640,175,912,STERS
ST 095ERS,95,55,400,1640,190,912,STERS
ST 095ERS,95,55,400,1640,200,912,STERS
ST 120ERS,120,76,200,1109,150,616,STERS
ST 120ERS,120,76,200,1109,175,616,STERS
ST 120ERS,120,76,200,1109,200,616,STERS
ST 120ERS,120,76,200,1109,240,616,STERS
ST 120ERS,120,76,200,1109,250,616,STERS
ST 120ERS,120,76,200,1109,290,616,STERS
ST 120ERS,120,76,200,1109,300,616,STERS
ST 120ERS,120,76,250,1266,150,716,STERS
ST 120ERS,120,76,250,1266,175,716,STERS
ST 120ERS,120,76,250,1266,200,716,STERS
ST 120ERS,120,76,250,1266,240,716,STERS
ST 120ERS,120,76,250,1266,250,716,STERS
ST 120ERS,120,76,250,1266,290,716,STERS
ST 120ERS,120,76,250,1266,300,716,STERS
ST 120ERS,120,76,300,1423,150,816,STERS
ST 120ERS,120,76,300,1423,175,816,STERS
ST 120ERS,120,76,300,1423,200,816,STERS
ST 120ERS,120,76,300,1423,240,816,STERS
ST 120ERS,120,76,300,1423,250,816,STERS
ST 120ERS,120,76,300,1423,290,816,STERS
ST 120ERS,120,76,300,1423,300,816,STERS
ST 120ERS,120,76,350,1580,150,916,STERS
ST 120ERS,120,76,350,1580,175,916,STERS
ST 120ERS,120,76,350,1580,200,916,STERS
ST 120ERS,120,76,350,1580,240,916,STERS
ST 120ERS,120,76,350,1580,250,916,STERS
ST 120ERS,120,76,350,1580,290,916,STERS
ST 120ERS,120,76,350,1580,300,916,STERS
ST 120ERS,120,76,400,1737,150,1016,STERS
ST 120ERS,120,76,400,1737,175,1016,STERS
ST 120ERS,120,76,400,1737,200,1016,STERS
ST 120ERS,120,76,400,1737,240,1016,STERS
ST 120ERS,120,76,400,1737,250,1016,STERS
ST 120ERS,120,76,400,1737,290,1016,STERS
ST 120ERS,120,76,400,1737,300,1016,STERS
ST 120ERS,120,76,500,2051,150,1216,STERS
ST 120ERS,120,76,500,2051,175,1216,STERS
ST 120ERS,120,76,500,2051,200,1216,STERS
ST 120ERS,120,76,500,2051,240,1216,STERS
ST 120ERS,120,76,500,2051,250,1216,STERS
ST 120ERS,120,76,500,2051,290,1216,STERS
ST 120ERS,120,76,500,2051,300,1216,STERS
ST 120ERS,120,76,500,2051,350,1216,STERS
ST 150ERS,150,110,305,1510,200,830,STERS
ST 150ERS,150,110,305,1510,240,830,STERS
ST 150ERS,150,110,305,1510,250,830,STERS
ST 150ERS,150,110,305,1510,290,830,STERS
ST 150ERS,150,110,305,1510,300,830,STERS
ST 150ERS,150,110,305,1510,350,830,STERS
ST 150ERS,150,110,305,1510,400,830,STERS
ST 150ERS,150,110,405,1807,200,1030,STERS
ST 150ERS,150,110,405,1807,240,1030,STERS
ST 150ERS,150,110,405,1807,250,1030,STERS
ST 150ERS,150,110,405,1807,290,1030,STERS
ST 150ERS,150,110,405,1807,300,1030,STERS
ST 150ERS,150,110,405,1807,350,1030,STERS
ST 150ERS,150,110,405,1807,400,1030,STERS
ST 150ERS,150,110,505,2106,200,1230,STERS
ST 150ERS,150,110,505,2106,240,1230,STERS
ST 150ERS,150,110,505,2106,250,1230,STERS
ST 150ERS,150,110,505,2106,290,1230,STERS
ST 150ERS,150,110,505,2106,300,1230,STERS
ST 150ERS,150,110,505,2106,350,1230,STERS
ST 150ERS,150,110,505,2106,400,1230,STERS
ST 150ERS,150,110,605,2406,200,1430,STERS
ST 150ERS,150,110,605,2406,240,1430,STERS
ST 150ERS,150,110,605,2406,250,1430,STERS
ST 150ERS,150,110,605,2406,290,1430,STERS
ST 150ERS,150,110,605,2406,300,1430,STERS
ST 150ERS,150,110,605,2406,350,1430,STERS
ST 150ERS,150,110,605,2406,400,1430,STERS
ST 044E,44,24.5,70,396,35,192,STE
ST 044E,44,24.5,70,396,50,192,STE
ST 044E,44,24.5,70,396,55,192,STE
ST 044E,44,24.5,70,396,75,192,STE
ST 044E,44,24.5,70,396,100,192,STE
ST 044E,44,24.5,90,459,35,232,STE
ST 044E,44,24.5,90,459,50,232,STE
ST 044E,44,24.5,90,459,55,232,STE
ST 044E,44,24.5,90,459,75,232,STE
ST 044E,44,24.5,90,459,100,232,STE
ST 044E,44,24.5,120,553,35,292,STE
ST 044E,44,24.5,120,553,50,292,STE
ST 044E,44,24.5,120,553,55,292,STE
ST 044E,44,24.5,120,553,75,292,STE
ST 044E,44,24.5,120,553,100,292,STE
ST 044E,44,24.5,150,648,35,352,STE
ST 044E,44,24.5,150,648,50,352,STE
ST 044E,44,24.5,150,648,55,352,STE
ST 044E,44,24.5,150,648,75,352,STE
ST 044E,44,24.5,150,648,100,352,STE
ST 055E,55,38.5,65,424,50,207,STE
ST 055E,55,38.5,65,424,75,207,STE
ST 055E,55,38.5,65,424,100,207,STE
ST 055E,55,38.5,65,424,125,207,STE
ST 055E,55,38.5,65,424,150,207,STE
ST 055E,55,38.5,75,456,50,227,STE
ST 055E,55,38.5,75,456,75,227,STE
ST 055E,55,38.5,75,456,100,227,STE
ST 055E,55,38.5,75,456,125,227,STE
ST 055E,55,38.5,75,456,150,227,STE
ST 055E,55,38.5,100,535,50,277,STE
ST 055E,55,38.5,100,535,75,277,STE
ST 055E,55,38.5,100,535,100,277,STE
ST 055E,55,38.5,100,535,125,277,STE
ST 055E,55,38.5,100,535,150,277,STE
ST 055E,55,38.5,125,613,50,327,STE
ST 055E,55,38.5,125,613,75,327,STE
ST 055E,55,38.5,125,613,100,327,STE
ST 055E,55,38.5,125,613,125,327,STE
ST 055E,55,38.5,125,613,150,327,STE
ST 055E,55,38.5,150,692,50,377,STE
ST 055E,55,38.5,150,692,75,377,STE
ST 055E,55,38.5,150,692,100,377,STE
ST 055E,55,38.5,150,692,125,377,STE
ST 055E,55,38.5,150,692,150,377,STE
ST 055E,55,38.5,200,849,50,477,STE
ST 055E,55,38.5,200,849,75,477,STE
ST 055E,55,38.5,200,849,100,477,STE
ST 055E,55,38.5,200,849,125,477,STE
ST 055E,55,38.5,200,849,150,477,STE
ST 072E,72,44,120,665,50,330,STE
ST 072E,72,44,120,665,75,330,STE
ST 072E,72,44,120,665,100,330,STE
ST 072E,72,44,120,665,125,330,STE
ST 072E,72,44,120,665,140,330,STE
ST 072E,72,44,120,665,150,330,STE
ST 072E,72,44,145,743,50,380,STE
ST 072E,72,44,145,743,75,380,STE
ST 072E,72,44,145,743,100,380,STE
ST 072E,72,44,145,743,125,380,STE
ST 072E,72,44,145,743,140,380,STE
ST 072E,72,44,145,743,150,380,STE
ST 072E,72,44,200,916,50,490,STE
ST 072E,72,44,200,916,75,490,STE
ST 072E,72,44,200,916,100,490,STE
ST 072E,72,44,200,916,125,490,STE
ST 072E,72,44,200,916,140,490,STE
ST 072E,72,44,200,916,150,490,STE
ST 072E,72,44,250,1074,50,590,STE
ST 072E,72,44,250,1074,75,590,STE
ST 072E,72,44,250,1074,100,590,STE
ST 072E,72,44,250,1074,125,590,STE
ST 072E,72,44,250,1074,140,590,STE
ST 072E,72,44,250,1074,150,590,STE
ST 072E,72,44,300,1230,50,690,STE
ST 072E,72,44,300,1230,75,690,STE
ST 072E,72,44,300,1230,100,690,STE
ST 072E,72,44,300,1230,125,690,STE
ST 072E,72,44,300,1230,140,690,STE
ST 072E,72,44,300,1230,150,690,STE
ST 095E,95,55,150,855,100,412,STE
ST 095E,95,55,150,855,125,412,STE
ST 095E,95,55,150,855,150,412,STE
ST 095E,95,55,150,855,175,412,STE
ST 095E,95,55,150,855,190,412,STE
ST 095E,95,55,150,855,200,412,STE
ST 095E,95,55,200,1010,100,512,STE
ST 095E,95,55,200,1010,125,512,STE
ST 095E,95,55,200,1010,150,512,STE
ST 095E,95,55,200,1010,175,512,STE
ST 095E,95,55,200,1010,190,512,STE
ST 095E,95,55,200,1010,200,512,STE
ST 095E,95,55,230,280,100,572,STE
ST 095E,95,55,230,280,125,572,STE
ST 095E,95,55,230,280,150,572,STE
ST 095E,95,55,230,280,175,572,STE
ST 095E,95,55,230,280,190,572,STE
ST 095E,95,55,230,280,200,572,STE
ST 095E,95,55,280,1260,100,672,STE
ST 095E,95,55,280,1260,125,672,STE
ST 095E,95,55,280,1260,150,672,STE
ST 095E,95,55,280,1260,175,672,STE
ST 095E,95,55,280,1260,190,672,STE
ST 095E,95,55,280,1260,200,672,STE
ST 095E,95,55,400,1640,100,912,STE
ST 095E,95,55,400,1640,125,912,STE
ST 095E,95,55,400,1640,150,912,STE
ST 095E,95,55,400,1640,175,912,STE
ST 095E,95,55,400,1640,190,912,STE
ST 095E,95,55,400,1640,200,912,STE
ST 120E,120,76,200,1109,150,616,STE
ST 120E,120,76,200,1109,175,616,STE
ST 120E,120,76,200,1109,200,616,STE
ST 120E,120,76,200,1109,240,616,STE
ST 120E,120,76,200,1109,250,616,STE
ST 120E,120,76,200,1109,290,616,STE
ST 120E,120,76,200,1109,300,616,STE
ST 120E,120,76,250,1266,150,716,STE
ST 120E,120,76,250,1266,175,716,STE
ST 120E,120,76,250,1266,200,716,STE
ST 120E,120,76,250,1266,240,716,STE
ST 120E,120,76,250,1266,250,716,STE
ST 120E,120,76,250,1266,290,716,STE
ST 120E,120,76,250,1266,300,716,STE
ST 120E,120,76,300,1423,150,816,STE
ST 120E,120,76,300,1423,175,816,STE
ST 120E,120,76,300,1423,200,816,STE
ST 120E,120,76,300,1423,240,816,STE
ST 120E,120,76,300,1423,250,816,STE
ST 120E,120,76,300,1423,290,816,STE
ST 120E,120,76,300,1423,300,816,STE
ST 120E,120,76,350,1580,150,916,STE
ST 120E,120,76,350,1580,175,916,STE
ST 120E,120,76,350,1580,200,916,STE
ST 120E,120,76,350,1580,240,916,STE
ST 120E,120,76,350,1580,250,916,STE
ST 120E,120,76,350,1580,290,916,STE
ST 120E,120,76,350,1580,300,916,STE
ST 120E,120,76,400,1737,150,1016,STE
ST 120E,120,76,400,1737,175,1016,STE
ST 120E,120,76,400,1737,200,1016,STE
ST 120E,120,76,400,1737,240,1016,STE
